section,chunk,category,id,status
vivid,29,vivid_knowledge,Giấc ngủ là sự chia ly (Sleep struggles are separation struggles),DONE
atom,29,knowledge,Quy trình xây dựng giấc ngủ an toàn (Building Sleep Safety),DONE
vivid,29,vivid_knowledge,Quy trình xây dựng giấc ngủ an toàn (Building Sleep Safety),DONE
vivid,29,vivid_knowledge,Quy trình xây dựng giấc ngủ an toàn (Building Sleep Safety),DONE
vivid,30,vivid_circumstance,Người muốn xoa dịu và điều chỉnh cảm xúc của con khi trẻ bùng nổ dữ dội và cự tuyệt sự giúp đỡ.,DONE
atom,30,insight,Sự bất lực khi cách nuôi dạy thông thường phản tác dụng,DONE
vivid,30,vivid_insight,Sự bất lực khi cách nuôi dạy thông thường phản tác dụng,DONE
atom,30,knowledge,Deeply Feeling Kids (DFKs) và Cơ chế Xấu hổ (Shame),DONE
vivid,30,vivid_knowledge,Deeply Feeling Kids (DFKs) và Cơ chế Xấu hổ (Shame),DONE
atom,30,knowledge,Chiến lược tiếp cận DFKs khi bùng nổ,DONE
atom,30,knowledge,Trò chơi Thumbs Up/Down/to the Side,DONE
vivid,30,vivid_knowledge,Trò chơi Thumbs Up/Down/to the Side,DONE
atom,30,story,Angie và Maura-unknown,DONE
atom,30,quote,unknown,DONE
atom,31,insight,Chan ly ve tuoi tho,DONE
atom,31,knowledge,"Ba trụ cột của sự thay đổi (Sự thật, Trí tưởng tượng, Tình yêu)",DONE
atom,31,knowledge,Trẻ em là những nhà thám hiểm tương lai,DONE
vivid,31,vivid_knowledge,Trẻ em là những nhà thám hiểm tương lai,DONE
atom,31,quote,unknown,DONE
